COVID_Worry,COVID_Too_Much_Time,COVID_Lot_Time,COVID_Afraid,COVID_Irritable,COVID_Guilty,COVID_Sad,COVID_Preoccupied,COVID_Stressed
5,4,3,70,88.06,51.29,79.03,68.06,90
5,2,5,36.77,37.1,21.94,78.39,58.39,73.87
3,5,6,75.77,65.77,13.52,86.76,81.13,86.2
3,3,6,39.58,39.72,0,18.87,18.03,60.42
5,6,7,69.91,93.12,0,71.06,77.36,93.12
7,6,7,100,100,31.97,100,100,100
5,4,5,40.42,54.93,0,39.86,50.85,58.31
7,5,7,39.58,90.14,30.28,60.14,92.11,100
5,2,2,23.52,5.63,4.08,26.06,3.66,48.45
1,2,2,48.14,38.4,0,29.23,25.79,58.45
6,6,6,70.99,50.99,0.14,71.27,82.39,100
5,4,6,69.72,70.42,32.11,89.58,81.41,81.55
5,4,4,81.41,50.99,39.44,72.82,81.55,92.82
2,2,2,19.3,9.3,0,8.31,18.87,19.3
5,5,5,100,100,0,100,15.49,100
2,2,2,22.97,91.42,0,89.16,55.35,23.55
5,4,5,91.69,80.99,20.14,69.58,31.13,67.61
5,6,2,39.26,89.68,0,70.2,15.76,90.83
5,4,4,74.52,73.87,29.20607652,74.84,58.71,79.03
7,4,4,100,100,100,100,100,100
3,2,2,35.82,62.75,56.16,40.97,42.41,44.41
7,7,7,100,67.1,67.74,90.97,100,87.42
5,5,5,61.19,10.34,57.63,70.68,60.59,90.34
5,4,5,91.69,85.77,0,80.85,50.28,80.85
2,3,2,65.24,15.55,2.47,76.83,30.49,33.84
6,5,6,54.19,57.74,47.74,73.87,77.1,74.19
4,3,3,45.35,63.94,0.14,76.34,56.76,88.45
3,2,2,48.06,59.68,0,57.42,0,32.58
2,2,2,61.13,34.51,37.61,70.85,57.32,60.99
2,6,5,25.47,50.50157896,0,48.29396969,51.70186387,56.8538443
3,3,3,49.28,51,59.89,44.7,48.71,50.43
4,2,6,27.79,90.54,27.51,49.28,64.76,100
4,4,4,18.17,70.7,0,50.56,60.56,81.13
3,3,5,5.77,30.85,6.9,82.82,19.72,89.72
6,7,7,100,33.87,29.35,91.29,68.71,100
6,6,6,61.97,70.99,19.44,70.14,50.85,20
6,2,5,37.25,83.95,0.29,65.04,80.23,100
5,6,6,73.94,70.14,90.85,63.52,64.23,80.7
3,3,2,58.31,25.21,37.46,60.56,25.35,62.96
5,5,5,75.92,73.24,34.51,77.46,91.55,100
3,5,3,100,100,24.52,100,80.97,100
3,3,1,65.9,93.7,62.18,61.6,79.08,100
6,6,6,72.8,7.39,7.68,100,20.13,70.58
5,3,5,55.77,50.99,23.24,70.14,50.99,73.8
7,7,7,50.99,50.99,50.99,50.99,50.99,50.99
5,6,6,70.32,70.65,5.81,63.23,81.94,100
2,2,2,12.58,42.9,46.45,55.81,27.42,25.16
2,2,2,49.86,76.22,22.06,60.74,66.19,71.06
1,1,1,0,0.86,0,0,100,0.86
3,1,2,21.75,0,0,17.25,0.3,12.05
5,5,5,67.62,37.82,34.67,100,80.23,67.62
2,2,2,24.23,29.58,5.21,44.79,65.49,55.21
1,1,1,8.31,49.58,0,50,0,49.86
2,2,5,49.35,28.06,4.84,69.68,50.97,60
3,2,1,63.52,83.38,18.87,75.35,28.31,65.35
3,5,4,35.24,38.11,59.89,65.04,65.04,78.51
2,2,3,61.94,70,63.55,77.42,66.77,78.39
5,3,5,38.25,70.23,0.66,59.04,7.33,46.03
5,5,6,92.58,89.03,77.1,66.45,80,90.32
5,6,5,85.69,80.97,32.62,81.4,75.54,80.4
1,1,1,8.88,12.32,0,19.2,48.42,3.72
2,2,2,89.5,100,0,25.14,71.55,100
2,2,2,26.06,75.49,4.93,95.77,84.37,83.94
7,6,6,100,100,58.37,100,49.38,100
5,5,5,55.21,40.85,27.18,100,75.92,79.15
4,3,5,38.33,59.94,69.74,69.45,68.88,83.29
3,2,2,32.95,100,0,62.46,75.07,100
7,7,7,60.28,39.86,0,100,100,70.42
5,5,5,91.69,61.41,61.83,80.99,60.85,81.41
2,5,5,39.72,28.17,0,29.01,10.28,24.51
5,5,5,55.81,57.74,5.81,29.68,52.9,60.65
4,3,3,60.14,60.56,39.72,60.56,71.13,85.63
6,6,6,40.11,100,90.83,100,73.67190284,93.98
6,6,6,60.17,49.86,0,36.68,79.08,90.54
5,4,3,70.56,50.28,19.15,50.42,70.14,70.28
4,5,5,46.29697254,53.52,8.45,60.28,56.0151918,70.56
1,1,1,16.48,52.68,8.45,67.89,20,23.94
1,1,3,24.78,0,0.29,59,48.36,47.84
6,2,6,100,89.97,59.03,73.07,71.92,86.53
2,1,2,17.1,63.87,59.68,47.1,20.97,49.03
3,3,5,70.7,53.52,19.01,70.99,60.85,80.7
3,4,3,49.57,61.32,8.88,49.28,96.85,49.28
4,4,4,28.03,0,0,28.03,0,28.59
7,5,5,66.77,100,75.48,100,66.77,100
6,2,1,25.07,81.13,0,0.7,48.73,81.13
4,5,4,26.64,35.95,6.57,20.59,28.41,42.71
3,3,2,59.35,24.84,50,83.55,50,79.03
3,5,5,4.08,70.85,0,40.14,40.28,19.3
2,1,1,49.86,59.01,18.31,70.28,50.7,39.01
3,3,6,63.04,69.91,59.6,81.66,40.4,89.97
5,6,6,4.19,92.58,6.13,13.23,60.65,66.13
4,4,5,29.3,39.58,39.3,38.87,29.01,39.44
6,6,6,100,100,60.32,100,80.32,100
3,1,3,100,88.25,100,100,100,100
5,3,3,47.56,91.4,59.03,50.72,81.38,91.69
7,7,6,85.81,95.16,29.03,78.39,79.03,92.58
6,4,5,69.63,67.91,0,68.48,61.32,74.21
3,2,4,17.48,74.5,1.15,61.89,10.89,21.2
2,1,1,24.65,0,40.14,35.07,14.93,23.66
5,3,6,50,100,18.06,89.68,36.77,79.35
6,6,6,55.77,70.7,64.93,60,100,87.18
2,2,2,13.28,17.78,0,11.7,7.09,5.59
2,2,2,0,59.92,0,0,0,0
5,5,6,59.31,58.45,7.45,53.3,28.37,68.19
3,2,2,19.44,74.08,51.13,55.92,31.27,51.13
6,6,7,89.35,87.42,79.68,82.26,88.06,100
2,1,3,39.58,0,0,59.86,0,18.73
5,4,3,70.7,54.79,33.8,81.41,69.01,49.58
2,2,2,47.85,73.64,0,64.76,55.87,42.12
5,2,3,74.37,29.15,0,81.69,9.86,74.93
2,2,2,16.98,16.87,0,6.91,15.63,7.35
1,1,1,8.39,69.03,0,69.35,40.32,64.52
6,5,3,95.21,18.73,59.72,85.63,28.73,80.85
5,6,6,78.71,76.13,6.45,58.39,37.42,90.65
1,1,1,19.15,100,3.38,14.37,20.14,44.23
6,5,5,85.1,60.74,78.51,100,63.61,92.26
3,2,5,70,53.94,19.15,60.85,50.28,52.11
3,3,4,48.42,100,0,19.2,70.49,47.85
3,5,5,29.44,9.58,0,51.13,0,30
1,2,5,18.14,60.57,76.57,56.86,49.86,71.29
3,3,3,39.03,69.35,89.35,74.19,63.55,64.19
2,2,5,52.44,69.05,2.87,49.28,60.46,36.96
3,4,2,26.06,12.54,12.96,28.73,12.11,26.62
2,2,2,0,61.55,0,65.07,0,50.14
3,3,3,60.85,79.72,0,28.59,60.42,70.99
5,5,6,65.35,100,9.86,100,30.56,89.58
6,5,5,73.87,78.71,0.32,80.32,83.23,80.32
5,6,6,27.51,33.52,31.52,41.83,72.21,61.6
4,5,4,33.24,0.14,15.72319884,39.01,28.87,30.56
5,5,5,42.71414021,47.98412932,0,29.15,0,51.07225647
5,6,5,71.35,51,23.78,73.64,57.59,76.5
6,3,6,82.25,79.15,81.13,90.85,30.14,90.99
5,5,5,29.58,44.93,35.63,81.41,40.14,45.21
5,1,5,38.87,18.17,63.1,70.99,46.76,60.56
2,3,4,40.28,76.2,0.56,39.86,40.56,60.28
2,5,3,16.91,93.98,27.22,62.75,28.37,69.05
2,2,2,65.49,67.75,60.14,58.31,58.17,61.41
4,4,5,70.42,60.42,9.01,100,70.7,100
3,3,3,49.86,49.86,0,0,0,91.27
3,4,2,59.35,100,0,58.39,27.74,46.77
5,5,6,71.41,60.99,4.51,69.86,50.85,68.31
6,5,6,76.06,70.99,19.01,91.27,75.77,80.85
5,4,5,70.97,58.39,33.55,69.35,57.42,59.68
1,1,1,8.87,19.44,0,40.28,40.42,0
3,4,5,66.48,68.48,39.26,69.91,89.68,69.63
5,3,3,60.7,55.21,50.56,64.23,56.76,50.28
5,2,3,39.83,18.62,1.72,30.66,35.24,41.26
3,2,1,71.13,68.87,0.14,70.85,66.2,75.07
4,2,3,74.08,76.62,14.51,100,53.1,87.46
2,1,2,61.21,90.71,100,20.21,28.32,60.91
5,5,5,61.69,80.85,24.79,80.56,58.03,73.38
6,6,6,71.13,48.87,33.94,82.39,48.87,80.56
5,5,6,39.01,80.99,71.41,67.89,59.44,81.27
2,2,2,0,100,0,15.48,0,0
3,3,3,28.87,50.14,0,19.44,49.86,29.3
2,2,2,0,19.72,9.29,17.32,26.48,50.42
6,5,6,74.52,86.13,32.26,82.58,77.1,67.74
5,6,6,52.39,70.42,18.31,70.7,60.99,61.69
7,7,7,100,100,37.89,29.58,81.69,100
3,3,3,24.51,66.62,0,9.44,78.31,50.42
3,4,4,0,77.1,36.13,78.71,49.35,84.84
4,2,2,70.28,100,0,100,34.65,100
5,2,3,49.72,60.7,60,60.14,57.75,61.13
3,3,3,21.61,31.61,3.55,55.48,16.45,39.03
2,2,2,38.71,29.68,9.35,16.45,69.03,26.77
1,1,1,1.83,4.79,0.14,1.27,0.14,0.7
6,5,5,62.4,100,18.31,62.89,57.32,100
5,6,6,100,100,72.49,100,100,100
5,6,6,80.93,57.65,12.38,85.86,67.64,89.88
4,2,2,51.58,50.72,48.14,62.75,49.57,48.14
5,6,6,69.39968464,86.13,28.06,61.61,78.71,87.1
7,7,7,74.23,81.27,0.14,78.17,72.11,83.8
5,5,5,80.28,80.7,8.87,91.97,50.99,70.7
4,5,4,34.96,64.18,0,71.06,54.50962072,61.89
7,7,7,100,100,52.25,82.53,56.62,84.93
6,5,6,83.38,56.9,25.77,91.55,71.55,100
5,6,6,91.69,92.26,23.21,88.54,70.49,81.38
2,1,1,32.94,100,96.4,43.96,88.35,100
4,4,2,49.86,0,0,28.73,29.3,20.14
3,6,5,0,78.19,0,29.15,30.17,0
6,4,4,81.97,60.56,30.28,60.85,69.58,82.11
2,5,3,78.87,33.38,0,77.75,71.27,82.54
6,6,6,34.48,93.63,21.8,93.92,82.65,89.13
3,6,4,18.73,100,0,43.85581925,28.73,47.1164509
3,3,3,49.03,78.39,0,50,49.68,48.71
3,3,3,39.01,85.21,0,71.41,66.48,51.13
2,3,5,7.19,28.04,65.45,26.87,10.14,26.7
3,2,2,14.08,13.38,0,13.52,91.41,10.28
5,3,5,60.56,82.11,0,50.42,50.56,59.86
7,6,6,100,82.39,72.11,81.55,91.55,91.97
5,2,5,43.87,90.97,34.19,89.68,81.94,80
3,3,4,78.87,86.76,28.73,91.55,71.13,80.99
2,1,1,39.54,78.22,26.07,57.02,6.88,22.92
3,2,3,8.87,0.85,3.52,4.23,9.86,8.87
5,3,3,88.17,80.7,72.82,86.62,58.87,95.49
3,2,2,7.45,24.64,0,80.52,69.91,58.74
6,6,7,68.3,100,46.39303672,100,100,100
5,3,6,53.66,36.62,9.72,54.37,32.54,29.3
3,3,3,49.86,69.91,10.32,79.37,50.72,51.29
1,1,1,19.01,100,0,9.15,60.42,100
6,6,7,75.63,100,29.01,76.9,71.13,90.99
6,6,6,100,69.63,36.39,100,57.59,100
2,2,2,61.69,60.56,9.86,81.13,70.14,80.99
5,7,5,22.9,61.29,78.06,89.35,82.26,52.9
1,1,1,16.77,61.61,0,0.32,0.32,2.26
5,3,3,34.67,80.23,0.29,53.09329729,50.10611486,62.75
3,1,1,47.42,69.03,0,7.74,68.39,71.94
3,3,4,58.71,42.58,27.74,63.87,46.45,77.42
5,2,2,39.58,70.56,0,70.56,49.86,28.73
3,3,5,54.76,12.08,0,31.1,33.49,71.1
3,3,5,63.9,63.61,27.79,84.81,67.62,68.77
5,4,6,49,100,2.58,69.05,49,57.59
4,5,6,81.55,58.73,2.54,70.85,50.14,49.44
1,2,2,0,0,14.65,29.01,25.35,19.15
4,5,5,38.68,69.34,28.08,69.63,39.26,39.54
3,5,5,67.74,32.26,36.77,72.53092474,67.74,77.42
4,4,4,29.6,50.73,31.19,24.07,23.62,30.96
3,5,2,34.19,17.1,10.97,42.26,62.58,61.29
5,3,4,100,100,12.9,82.26,73.23,91.29
7,7,7,60.32,62.26,0,90.97,52.26,90.97
4,4,4,63.66,88.87,54.79,75.92,53.94,65.35
5,5,5,55.77,54.51,55.63,61.97,53.94,65.07
3,4,5,27.22,18.05,7.16,59.6,62.18,69.63
5,2,3,19.15,90,81.13,76.48,70.99,21.13
3,1,2,4.19,69.35,0,2.58,32.26,90.97
3,3,3,64.18,71.06,46.7,77.08,52.72,55.01
1,2,3,34.51,14.79,0,61.27,21.69,20.42
4,4,4,50.28,58.87,39.15,50.99,38.87,60.85
5,6,6,69.86,0,0,60.85,63.38,70.7
3,2,2,71.13,19.44,19.58,81.41,19.01,70.85
6,5,5,91.12,71.06,31.23,79.37,61.32,78.8
7,4,4,100,80.28,0,60.56,81.55,100
2,2,3,30,29.58,9.3,18.59,39.72,29.44
5,3,5,61.06,61.1306441,20.44,64.77850695,59.07,69.38
3,3,2,31.66,93.25,0,17.17,79.42,90.94
2,1,1,9.3,6.06,0,13.94,8.59,10.28
1,1,1,13.94,20.99,4.37,13.52,10.7,17.89
5,4,5,38.11,62.17047494,39.83,66.98629651,60.17,78.8
1,2,2,30,19.3,0,9.15,60.85,19.15
5,3,5,86.13,60.97,27.1,90.32,8.06,79.68
1,5,1,29.21,71.73,0,20.43,51.11,40.06
5,3,2,38.31,84.08,0,56.2,60.56,63.94
1,2,1,17.1,100,27.74,79.35,19.68,35.81
6,5,5,82.26,60,37.74,73.87,72.58,91.61
7,2,7,100,78.59,0,100,100,93.66
3,5,3,20.85,61.69,10,71.27,71.13,61.69
3,4,3,4.31,32.55,15.69,38.04,36.86,38.04
5,5,4,14.9,53.3,0,22.06,50.72,36.96
4,2,5,28.08,87.39,26.93,52.57755354,73.64,39.83
2,2,3,29.86,75.63,19.15,60.42,39.86,85.77
2,2,3,9.44,71.41,0,19.44,49.72,39.86
3,2,5,19.01,92.54,69.86,26.2,65.35,80.42
5,4,5,69.58,70.42,38.03,85.92,60.99,88.59
2,2,2,38.97,73.07,18.91,64.47,70.77,17.48
4,4,4,55.44,36.43,5.3,23.47,67.98,61.5
4,4,3,47.37483924,30.42,23.54859377,60.42,52.50573941,61.13
4,4,5,63.94,55.63,30.14,66.34,60.42,60.7
6,6,6,96.76,97.46,19.44,97.46,96.06,97.04
5,5,5,91.69,61.89,62.46,74.5,37.82,78.22
5,6,6,60.85,90.99,3.52,90.28,70.7,80.7
5,5,6,100,81.27,63.94,100,94.23,92.54
2,4,5,30.14,82.67,37.32,74.36,78.45,70.98
5,6,6,57.59,100,3.72,98.57,4.01,87.68
4,3,2,22.68,0,0,0.85,25.77,20.56
5,5,5,8.71,90,0,15.16,52.58,76.45
1,1,1,0,100,0,0,100,9.3
5,5,6,55.49,76.34,0.42,76.34,65.21,80.7
3,2,2,0,67.91,0,53.58,52.15,30.95
5,4,4,40.14,80.56,42.82,62.82,58.73,70.85
5,5,5,37.1,78.71,27.74,37.42,52.58,66.77
7,6,6,70.65,93.23,27.1,83.55,95.81,92.9
4,4,4,47.18,54.08,22.06533804,53.52,29.58,50.64516688
3,5,5,39.28,7.33,55.21,69.33,62.91,58.75
5,5,5,30.99,70.28,0.14,50.42,61.13,71.27
5,4,5,67.92,58.77,1.35,77.54,58.58529305,78.39
2,1,2,25.92,66.62,57.32,86.06,37.32,69.15
2,2,1,0,0,0,17.77,24.64,7.16
5,5,5,74.52,86.45,5.81,85.16,63.87,79.03
5,3,5,40,35.48,0,60.97,17.1,48.06
2,2,3,34.37,70.42,17.75,69.44,61.69,69.58
5,3,5,66.99,69.32,55.71,81.15,51.08,78.27
2,2,2,28.73,29.86,19.15,18.87,29.86,30
5,5,5,27.42,69.03,15.16,77.74,64.19,78.39
6,5,5,61.83,19.86,0,61.69,60.56,71.69
4,5,3,38.73,60.42,63.38,67.18,49.44,60.14
3,3,2,19.15,11.97,0,29.58,31.13,60.85
3,3,7,60.85,28.73,40,81.55,50.7,81.41
3,5,5,66.13,66.13,61.29,65.16,77.1,74.52
5,4,4,53.01,77.94,80.8,83.09,58.17,68.19
3,4,6,29.44,60.21883837,0,70.7,39.44,60.28
6,5,5,81.94,76.77,81.29,83.23,80.65,96.77
2,4,2,38.97,12.89,0,13.75,10.89,30.66
5,3,3,81.41,28.87,28.87,60,15.63,65.21
6,5,5,72.58,91.29,68.71,74.19,78.39,90.32
5,2,2,58.74,44.99,54.15,32.38,22.35,16.33
1,1,1,7.1,81.29,0.32,82.9,85.48,87.74
3,7,5,0,84.42,63.19,66.85,43.41,59.05
6,5,5,29.3,100,0.14,71.83,7.75,91.83
5,5,5,66.19,76.22,27.22,72.49,63.9,89.97
1,1,1,0,0,0,0,0,0
4,4,4,35.73344216,54.07512953,1.36,26.08,23.8,45.00659032
3,3,3,55.21,59.86,74.23,64.51,58.03,60.14
3,1,3,18.87,9.3,5.63,0.14,10,35.49
1,2,2,8.73,80.85,8.31,29.86,70.85,39.3
4,3,4,74.37,64.79,35.77,60.28,58.87,73.66
3,4,3,50.99,49.58,20,29.01,60,60
5,7,7,49.58,61.41,82.96,93.1,80.7,81.13
1,1,2,3.8,81.97,66.34,81.13,65.49,34.93
2,5,5,23.94,49.72,0,29.58,64.93,75.49
5,4,5,30.42,93.1,82.11,40.14,70.28,61.55
2,4,3,16.45,72.9,0,50.97,48.39,39.03
6,3,3,47.04,30.85,10,78.87,7.75,43.8
5,7,7,81.27,69.86,18.73,74.93,70.56,87.89
6,5,5,87.1,64.84,70.97,86.77,67.42,87.42
2,7,6,30.32,100,17.42,76.45,85.16,78.71
2,4,2,37.79,94.18,56.44,57.63,68.11,80.81
1,1,1,0,100,0,11.94,10.97,16.77
5,5,5,79.68,37.74,15.16,74.52,49.03,66.77
4,4,3,62.26,62.9,48.06,96.77,75.16,83.87
2,1,2,4.79,91.41,20.56,26.9,17.75,63.66
5,5,3,62.54,60.85,17.89,70.99,61.83,90.28
5,6,5,28.85,91.1,24.06,18.56,75.04,70.68
6,6,7,60.28,30.42,30.56,81.55,70.7,81.55
7,7,7,81.27,52.68,28.87,60.56,100,100
1,1,2,9.15,59.15,32.11,62.82,46.76209795,56.34
3,3,3,17.25,85.32,17.74,61.3,53.26,61.65
4,2,5,60.28,81.55,0.14,40.56,53.74812109,69.00202235
2,2,2,57.1,74.19,32.58,68.39,66.77,62.26
1,1,1,5.16,59.31,0,0,37.82,14.04
3,3,3,18.45,100,0,70.56,20.85,29.01
2,4,6,19.44,90.56,29.15,18.87,10.42,71.27
2,5,3,24.99,90.86,13.87,97.94,40.3,100
1,1,1,0,0,0,18.73,0,8.31
5,5,5,38.87,90.7,28.03,93.52,33.66,90
4,4,4,39.72,29.44,29.3,19.01,19.86,29.44
7,6,7,71.13,91.41,43.24,59.15,80.14,81.41
6,6,5,73.07,86.53,49,86.25,83.95,80.8
3,4,3,45.16,55.16,15.16,78.06,36.45,53.87
5,4,5,75.77,51.41,24.79,76.2,79.01,70.14
3,2,2,8.59,29.15,0,9.15,18.45,30.42
4,3,4,29.01,59.86,0,60.99,17.18,77.04
4,3,3,33.84,57.01,77.74,72.26,36.89,43.85
4,3,6,39.72,81.83,60.14,60.42,76.06,70.28
2,2,6,4.93,100,70.7,80.99,50.28,100
5,5,6,9.3,80.7,0,60.56,29.44,70.56
5,2,2,47.1,60.97,10,10.32,45.81,46.77
5,4,4,42.65,61.96,25.36,63.4,59.65,64.84
1,2,2,29.3,29.44,0,60.7,50.56,71.69
3,2,2,47.1,63.87,13.55,61.94,33.87,58.71
2,2,2,66.13,77.1,34.52,68.06,35.16,77.1
2,1,1,16.13,73.87,76.77,89.68,73.23,86.45
3,3,3,29.44,70,0,49.58,100,100
2,2,3,8.03,9.3,0,8.03,8.45,9.01
2,1,2,5.92,100,7.89,4.37,7.04,92.11
3,4,3,45.49378967,70.36,25.37007077,65.82,52.50573941,66
2,3,1,31.71492593,81.13,11.83,62.54,70.28,40.14
6,4,4,26.48,100,0.55,85.83,100,100
2,2,3,28.87,75.77,17.07531082,60.14,65.21,91.69
3,3,5,39.58,67.61,18.73,86.34,76.76,90
2,4,4,37.61,58.31,9.01,58.31,47.18,36.2
2,2,2,13.9,67.53,0,25.08,21.8,68.96
2,2,3,57.31,53.87,47.56,49.57,47.56,59.6
3,3,3,70.42,71.97,70.42,60.99,70.42,69.58
7,2,7,83.1,89.58,71.27,91.41,90,93.94
3,2,2,9.01,19.72,4.37,44.79,41.83,34.08
5,5,6,69.35,69.68,21.94,100,29.68,95.48
5,5,5,75,78.42,4.79,73.63,1.71,92.47
2,2,2,17.65,88.27,11.46,79.78,15.23,16.98
5,5,5,54.68,99.4,9.97,65.56,39.27,72.21
6,6,5,60.62,86.3,50.34,100,72.95,72.6
5,5,5,100,100,80.86,100,59.16,100
3,4,3,15.23,81.67,0,57.14,30.32,60.92
5,3,5,77.64,62.54,19.03,68.28,45.92,70.69
4,4,4,86.79,90.97,27.22,84.77,89.62,90.16
2,2,2,84.89,28.1,12.99,100,62.54,93.05
5,5,4,0,79.78,33.83,29.51,0,93.67
5,5,5,60.78,68.6,20.22,71.83,81,50.13
5,6,6,100,100,13.61,100,81.27,100
3,2,3,39.76,39.62,8.63,60.51,33.96,71.16
3,3,3,65.9,68.46,60.78,71.97,29.78,81.67
6,3,5,29.51,19.14,18.19,29.11,59.84,50
3,1,1,23.26,0,2.42,15.11,0,14.5
6,5,5,50,29.51,0,50,29.65,81.13
1,2,1,17.81,0,20.21,0,0,13.01
2,3,5,60.78,81.4,0,29.51,70.75,65.77
5,5,4,74.8,61.32,4.72,71.16,61.86,54.72
3,3,2,67.12,71.02,43.53,67.65,48.38,63.34
5,6,6,100,100,9.43,96.77,72.37,86.39
5,2,3,80.73,74.8,36.70718276,100,47.84,86.52
7,3,4,82.78,65.26,0,60.42,40.79,67.07
4,4,3,40.57,61.46,8.89,50.27,40.7,50.67
6,6,6,65.77,70.35,14.56,26.28,69.14,80.05
2,2,2,81.81,81.67,4.99,60.38,71.56,81.94
2,2,2,20.62,92.32,61.05,100,50,71.43
2,1,2,29.92,91.51,0,49.87,28.71,60.65
3,5,4,89.49,100,2.56,100,77.76,90.84
7,7,7,95.77,92.15,59.82,75.23,100,96.07
4,3,5,41.11,95.96,42.05,24.39,44.47,61.73
1,1,1,30.46,81.94,0,47.57,20.22,41.11
5,5,5,22.51,97.17,14.82,83.42,24.53,77.22
2,3,3,31.13,100,0,100,60.78,73.45
4,1,2,27.48,100,0,82.45,50.07,60.14
2,4,5,67.52,24.12,0,66.44,12.8,23.72
3,2,2,37.76,77.64,47.73,72.51,25.68,37.76
5,4,5,38.36,100,0,82.19,0,62.33
6,1,6,63.88,81.13,0,100,51.35,100
1,2,4,95.96,65.36,76.15,84.77,71.16,93.4
2,2,2,68.84,20.21,0,58.56,32.88,70.89
1,3,1,0,0,0,50.54,9.03,8.63
5,3,7,100,77.4,3.77,66.78,80.48,91.44
5,3,4,43.67,100,28.71,73.32,59.84,38.54
5,3,3,69.68,76.28,38.81,66.85,74.12,79.38
7,5,5,81.4,8.76,19.54,89.35,31.27,69.41
5,5,5,63.34,70.75,12.67,77.22,26.01,71.56
5,3,3,61.05,60.92,40.16,81.67,61.32,71.16
4,2,2,0,0,0,0,81.4,9.57
6,4,3,70.89,0,29.25,81.67,30.46,39.35
5,5,6,84.5,86.52,12.8,70.62,29.11,66.58
3,2,2,51.75,58.76,7.14,49.33,64.82,61.99
5,3,2,65.63,82.48,39.76,71.56,61.32,76.82
2,2,2,0,85.04,0,70.62,70.89,87.6
3,2,2,27.4,23.29,0,71.92,75.34,25.34
3,6,5,79.92,100,24.26,76.15,15.36,90.7
4,2,4,48.39103439,69.79,7.55,67.67,17.82,88.82
3,2,1,0,91.1,29.11,100,22.6,100
3,4,2,39.35,27.9,59.7,63.61,36.66,38.01
5,5,5,25.68,100,4.83,95.47,62.54,29
3,4,2,40.43,28.03,36.39,31,38.01,27.22
5,3,5,60.34762829,62.17047494,27.1163521,64.77850695,53.74812109,67.64313294
6,4,6,60.65,71.16,9.43,41.51,91.11,93.13
3,1,1,40.08,81.65,0,60.73,35.63,39.81
2,3,2,33.9,57.19,23.63,33.56,37.34611778,44.86
5,3,4,59.97,61.46,61.73,68.33,28.3,58.89
5,4,6,40.48,58.31,66.47,70.09,5.14,59.52
3,3,2,10.27,82.48,0,0,37.76,66.16
3,1,2,30.19,81.54,0,61.05,0,19.54
7,4,4,75.88,87.2,79.78,96.77,73.05,76.01
2,2,4,53.64,55.66,65.77,56.2,30.05,44.2
5,3,5,60.78,71.83,0,78.17,19.41,70.22
5,2,6,48.52,50,9.97,81.67,59.10790824,73.72
5,5,6,19.41,90.16,0,62.13,50.81,54.58
3,1,3,8.76,61.63,0,0,31.72,22.66
1,1,1,1.75,2.02,0,8.89,0,2.7
5,3,3,71.02,50,0,60.65,71.56,70.89
7,4,7,100,100,0,100,92.72,100
5,5,5,69.49,93.35,31.12,84.89,31.12,61.63
6,5,5,70.62,81.54,0,50.13,71.29,80.46
1,2,2,0,2.72,6.34,15.41,15.41,7.25
2,2,3,36.39,69.14,52.29,55.53,85.58,36.25
3,5,3,35.05,82.78,50.15,71.3,50.15,66.77
2,6,6,8.36,72.1,0,81.13,50.54,70.75
1,1,7,0,0,0,0,0,0
4,2,2,50,50,18.73,50,50,50
5,6,6,100,100,24.93,76.15,91.91,100
6,6,6,63.29,78.9,13.08,70.89,24.89,70.46
6,6,6,100,81.4,71.97,71.29,70.89,81.54
5,3,3,50,50,50,50,50,48.79
5,6,6,82.21,67.12,66.31,92.32,35.04,77.63
4,3,3,69.54,41.37,35.71,56.2,56.87,84.91
6,4,3,40.16,84.37,22.51,81.27,30.19,70.62
4,2,1,31.16,19.18,0,18.15,29.11,31.41107039
2,2,2,20.22,72.24,2.56,54.74467766,14.96,61.86
4,3,3,53.78,72.21,0,79.76,12.08,41.39
6,6,4,82.61,100,60.92,80.86,80.86,100
4,5,6,50,60.24,22.48996395,64.77850695,62.26298809,68.73209053
3,1,1,45.02,67.67,83.08,25.08,39.58,54.38
4,2,2,81,40.03,29.25,29.11,50,60.38
5,6,4,71.97,81.67,33.69,60.38,30.73,40.03
5,7,7,84.77,83.29,64.69,67.52,63.21,60.51
3,3,3,61.03,52.27,28.4,69.79,49.85,28.7
2,2,2,47.71,11.73,0,35.85,70.22,13.21
2,2,2,40.3,68.06,20.35,56.06,41.51,64.69
2,2,2,29.65,11.05,0,61.19,30.05,16.04
4,4,4,50,89.76,29.51,100,26.42,56.6
2,2,2,19,66.31,0,48.25,85.31,68.06
5,4,5,60.78,100,72.78,71.56,30.19,52.29
5,5,5,19.68,100,0,87.87,26.55,51.48
6,4,6,41.09,77.34,10.88,64.05,27.49,29
4,5,3,60.92,60.11,29.25,65.9,39.08,81
5,3,5,72.15,95.78,0,100,82.28,78.06
1,1,3,64.95,30.51,0,80.06,30.21,36.86
3,3,2,62.84,59.52,38.97,82.18,73.72,74.62
1,3,3,7.41,92.45,0,56.6,23.85,28.44
1,1,1,0,65.77,4.04,6.33,59.43,22.37
3,6,6,48,83.14,30.43,27.71,81.57,80.86
4,3,5,31.29,91.43,4.43,15.29,14.86,16.71
5,4,7,100,84.53,28.94,80.23,72.21,90.26
3,3,3,51.43,79.71,59.29,59.57,69.86,80.57
6,7,7,74,99.29,100,99.14,86.71,100
4,5,3,19.35,38.71,20.65,68.71,65.16,24.19
